award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00684,EMP0039,EMP0019,Teamwork & Collaboration Award,"It's time to express my sincere, if slightly belated, thank you for the November madness we've just",D,Strong collaboration and team support,2025-11-23,1658,Approved
AWD00685,EMP0036,EMP0025,Teamwork & Collaboration Award,"December has begun and the year is drawing to a close, bringing back memories from the past nine yea",D,Strong collaboration and team support,2025-03-27,307,Approved
AWD00686,EMP0024,EMP0029,Teamwork & Collaboration Award,"Sofia, I would like to express my sincere thanks for the help and support you gave me when my ERP sy",D,Strong collaboration and team support,2025-03-06,399,Approved
AWD00687,EMP0053,EMP0043,Customer & Client Focus Award,I wanted to thank you both for stepping up for the Leadership Excellence session with Dr. Amanda Ric,C,Exceptional customer service and relationships,2025-03-14,166,Approved
AWD00688,EMP0045,EMP0059,Customer & Client Focus Award,Promo merch team!!!! How so much has changed in one year and not a beat was skipped. You have all be,C,Exceptional customer service and relationships,2025-07-28,1939,Approved
AWD00689,EMP0047,EMP0036,Teamwork & Collaboration Award,Thank you Rachel for spending time with me teaching me all about proposal writing for Stellar Media,D,Strong collaboration and team support,2025-11-06,1860,Approved
AWD00690,EMP0028,EMP0010,Professional Excellence Award,"Congratulations to you, Elena and David, on welcoming your beautiful baby boy into the world! Oliver",E,Professional excellence and expertise,2025-03-27,1409,Approved
AWD00691,EMP0056,EMP0027,Leadership & Management Award,Moving to marketing automation forms for gated web content already introduced some changes to our pr,A,Demonstrated strong leadership and mentoring,2025-11-23,869,Approved
AWD00692,EMP0041,EMP0012,Teamwork & Collaboration Award,Jessica- thank you so much for your incredible partnership over the last few months. I wish we had m,D,Strong collaboration and team support,2025-11-04,1594,Approved
AWD00693,EMP0049,EMP0048,Professional Excellence Award,"Anna and Claire, thank you so much for your agility, proactivity, and flexibility over the last seve",E,Professional excellence and expertise,2025-04-14,814,Approved
AWD00694,EMP0006,EMP0039,Professional Excellence Award,"Sarah, congratulations on finalizing a robust project extraction model! This was a challenging task",E,Professional excellence and expertise,2025-11-24,1963,Approved
AWD00695,EMP0011,EMP0007,Customer & Client Focus Award,"Priya, I am very late in sending this recognition, but I wanted to thank you for all of the knowledg",C,Exceptional customer service and relationships,2025-09-13,1130,Approved
AWD00696,EMP0039,EMP0009,Teamwork & Collaboration Award,I couldn't let the year come to an end without taking a moment to thank each of you for your collabo,D,Strong collaboration and team support,2025-09-26,1470,Approved
AWD00697,EMP0005,EMP0034,Teamwork & Collaboration Award,I wanted to just express my sincere gratitude for such a great creative team. From summer fun to hol,D,Strong collaboration and team support,2025-02-21,1584,Approved
AWD00698,EMP0041,EMP0005,Teamwork & Collaboration Award,"As the year comes to a close, I want to take a moment to thank you for your incredible leadership in",D,Strong collaboration and team support,2025-05-19,925,Approved
AWD00699,EMP0051,EMP0010,Leadership & Management Award,Alex - so glad you're a part of this team. You've made life easier for all of us. LOL. I am so appre,A,Demonstrated strong leadership and mentoring,2025-03-04,1421,Approved
AWD00700,EMP0038,EMP0010,Professional Excellence Award,"December has begun, and as the year draws to a close, it brings back many memories from the past mon",E,Professional excellence and expertise,2025-09-22,954,Approved
AWD00701,EMP0012,EMP0010,Leadership & Management Award,"Chen, I'm constantly impressed by the care and passion you pour into your projects, especially the l",A,Demonstrated strong leadership and mentoring,2025-04-14,1455,Approved
AWD00702,EMP0039,EMP0021,Innovation & Business Impact Award,Shoutout to the team for the great work on our new streaming capabilities so far. What really stands,B,Driving innovation and business results,2025-07-07,1909,Approved
AWD00703,EMP0031,EMP0023,Professional Excellence Award,Thanks Alex for putting together the data I requested from you related with the representatives from,E,Professional excellence and expertise,2025-06-04,1137,Approved
AWD00704,EMP0044,EMP0010,Teamwork & Collaboration Award,"Sarah, once again you were there right at the moment I needed you. We needed 3 batch uploads loaded",D,Strong collaboration and team support,2025-08-24,1918,Approved
AWD00705,EMP0040,EMP0057,Leadership & Management Award,"Happy very belated birthday! I just realised I completely missed your big day last Sunday, and I'm s",A,Demonstrated strong leadership and mentoring,2025-05-10,1676,Approved
AWD00706,EMP0043,EMP0039,Teamwork & Collaboration Award,"Marcus, I just want to say a huge thank you for being such an incredible leader and manager over the",D,Strong collaboration and team support,2025-09-28,1230,Approved
AWD00707,EMP0018,EMP0019,Teamwork & Collaboration Award,A HUGE thank you to you both for your cooperation and patience on Phoenix's post launch project. The,D,Strong collaboration and team support,2025-04-14,872,Approved
AWD00708,EMP0033,EMP0048,Customer & Client Focus Award,"Jordan, thank you for your leadership on the skills classification model! This was an enormous under",C,Exceptional customer service and relationships,2025-06-16,1823,Approved
AWD00709,EMP0059,EMP0023,Teamwork & Collaboration Award,"Maya, thank you for proactively offering to help me troubleshoot when I was having serious problems",D,Strong collaboration and team support,2025-12-16,407,Approved
AWD00710,EMP0007,EMP0018,Customer & Client Focus Award,"Emma, thank you for taking care of several client requests while I was on vacation--including an urg",C,Exceptional customer service and relationships,2025-08-11,417,Approved
AWD00711,EMP0050,EMP0048,Teamwork & Collaboration Award,"Riley, thank you so much for connecting with me, when I was writing a milestone tracking rule, and d",D,Strong collaboration and team support,2025-11-22,1508,Approved
AWD00712,EMP0012,EMP0058,Customer & Client Focus Award,"Thank you, Diego for your help with custom translations for a high-touch client. Not only were you a",C,Exceptional customer service and relationships,2025-10-15,122,Approved
AWD00713,EMP0030,EMP0011,Teamwork & Collaboration Award,I want to take a moment to express my sincere thank you for all your help with the query from 2022 😊,D,Strong collaboration and team support,2025-01-31,966,Approved
AWD00714,EMP0001,EMP0022,Teamwork & Collaboration Award,Thank you for the incredible support this week! I know this time of the year is busy with many urgen,D,Strong collaboration and team support,2025-02-07,1526,Approved
AWD00715,EMP0008,EMP0046,Teamwork & Collaboration Award,"Thank you so much, Carlos, for your support with the urgent retail partner request today. I truly ap",D,Strong collaboration and team support,2025-04-10,1768,Approved
AWD00716,EMP0041,EMP0029,Leadership & Management Award,"It was such a joy celebrating with you at the Winter Party yesterday, your energy always adds someth",A,Demonstrated strong leadership and mentoring,2025-11-08,1705,Approved
AWD00717,EMP0037,EMP0013,Professional Excellence Award,"J'ai cru comprendre que la queue a été très chargée et stressante hier, je voulais donc vous adresse",E,Strong professional contribution,2025-01-16,1532,Approved
AWD00718,EMP0002,EMP0018,Teamwork & Collaboration Award,I wanted to thank you all so much for the help you gave me when I was having a difficult time reachi,D,Strong collaboration and team support,2025-11-15,1695,Approved
AWD00719,EMP0010,EMP0049,Teamwork & Collaboration Award,"Thank you for your quick help and fix on sandbox system jobs. You identified the issue, did a tempor",D,Strong collaboration and team support,2025-01-26,1486,Approved
AWD00720,EMP0055,EMP0060,Teamwork & Collaboration Award,Thanks a million Taylor for supporting Phoenix's urgent daily release request this week. It's always,D,Strong collaboration and team support,2025-12-17,1515,Approved
AWD00721,EMP0035,EMP0011,Teamwork & Collaboration Award,"Legends, I want to express my sincere gratitude for all the support you’ve given me recently. Whenev",D,Strong collaboration and team support,2025-10-04,1982,Approved
AWD00722,EMP0039,EMP0006,Teamwork & Collaboration Award,"Blanca, once again you’ve stepped in and led the way with clarity and calm. The Comments MFE is an e",D,Strong collaboration and team support,2025-02-10,789,Approved
AWD00723,EMP0039,EMP0033,Professional Excellence Award,I wanted to thank you Will for the amazing collaboration we've had throughout the year. I truly appr,E,Professional excellence and expertise,2025-05-27,1190,Approved
AWD00724,EMP0011,EMP0038,Customer & Client Focus Award,"Gents, great job expertly bringing Kevin through your experience of the Vibe sprint, Lee we’ve been",C,Exceptional customer service and relationships,2025-11-27,1298,Approved
AWD00725,EMP0042,EMP0057,Professional Excellence Award,And welcome on board Emma! It’s a pleasure to have you on the floor. You’re already rocking the call,E,Strong professional contribution,2025-06-08,391,Approved
AWD00726,EMP0032,EMP0037,Teamwork & Collaboration Award,"I just wanted to take a moment to thank you for making the time to catch up with me recently, especi",D,Strong collaboration and team support,2025-10-30,1342,Approved
AWD00727,EMP0040,EMP0014,Teamwork & Collaboration Award,"Hi Anne-Marie, I just wanted to take a moment to thank you for all the information, guidance, and su",D,Strong collaboration and team support,2025-11-10,718,Approved
AWD00728,EMP0002,EMP0030,Teamwork & Collaboration Award,Thanks for helping me get the java-business-api saturn template over the line with improving the sta,D,Strong collaboration and team support,2025-01-01,1316,Approved
AWD00729,EMP0026,EMP0004,Professional Excellence Award,"Carla, you remind us that the simplest things often carry the greatest power. Less is more; the bowl",E,Strong professional contribution,2025-09-24,1720,Approved
AWD00730,EMP0011,EMP0027,Leadership & Management Award,Yesterday was an evening that really called for true teamwork. I know it’s not easy when the calls j,A,Demonstrated strong leadership and mentoring,2025-11-27,936,Approved
AWD00731,EMP0010,EMP0041,Teamwork & Collaboration Award,"Hey guys,  Just wanted to say thank you for last night. You stayed behind to help our customers and",D,Strong collaboration and team support,2025-10-23,127,Approved
AWD00732,EMP0039,EMP0016,Leadership & Management Award,"Paulo and Robin, thank you for observing CPU and memory, and for comparing the system’s performance",A,Demonstrated strong leadership and mentoring,2025-02-09,1535,Approved
AWD00733,EMP0027,EMP0013,Teamwork & Collaboration Award,I wanted to say a quick thank you for your help last night! You all really helped me when I got stuc,D,Strong collaboration and team support,2025-11-13,1429,Approved
AWD00734,EMP0003,EMP0057,Teamwork & Collaboration Award,Thanks so much for doing an amazing job at presenting yesterday in front of the team the work done o,D,Strong collaboration and team support,2025-06-15,1088,Approved
